contrato,acao,efetividade,tx_efetividade
0166d07333bea0755edff5c2a014252d,16,0.0,0.0
016adb5a87bb2c82bedd2f2119a4b564,13,1.0,0.07692307692307693
01758143f6d865721bbf4a46ea52c2a8,9,1.0,0.1111111111111111
0177bac3c93281e9b699c7b130cb4080,16,0.0,0.0
0179c7f4ea590897bac95ceb23245947,21,1.0,0.047619047619047616
018435505498d827c92a8668aaf48f33,1,0.0,0.0
0189c200149629e789fae6311afcda74,13,1.0,0.07692307692307693
0198429fb1df466ac05206885dd3b3d7,26,4.0,0.15384615384615385
01a10126fd4ead78330aa620efbda517,17,2.0,0.11764705882352941
01b6c3d4409bcfeb339ca8baaea7c929,13,1.0,0.07692307692307693
01bca308a3b469c92c766cc4a61357e4,13,3.0,0.23076923076923078
01bf70a6546afb0cae30b90c5ea9a093,13,2.0,0.15384615384615385
01ca68304b0bbbd338256f7952d45a82,9,1.0,0.1111111111111111
01d1252c456ee6f7321b19062ca8497e,13,2.0,0.15384615384615385
01e7796e46558649bd456d9c2d02e173,1,0.0,0.0
01f3f0d16dfecc5388a7fa10facc7a0d,10,2.0,0.2
01ffedb71057670fe8737ce552a6893a,4,0.0,0.0
02031eb099e3d3735534dec81b734848,9,0.0,0.0
0218ed9c941ffed00549ec4181ff86e3,3,1.0,0.3333333333333333
0225798c5130522b09d9444cca190144,19,6.0,0.3157894736842105
02327afb932f1585efa149be8da6c996,4,0.0,0.0
023eff8d5d822aa109a3dca599ecc4ea,2,0.0,0.0
026144821911fdb1d6e6a2735422b4cd,9,1.0,0.1111111111111111
0263bd6a141706052afc357a6ba3a4e6,2,1.0,0.5
026451ee1ec73e0a543859a1521d733a,7,0.0,0.0
0267f593b22e6882a6748d11d3420be0,6,2.0,0.3333333333333333
02844b7e03ad12cdde1e45912e0c9139,20,6.0,0.3
02890ac323f7c2e55b326e4798f08bea,7,0.0,0.0
029203e4cb9f7cfcb969def41d7eff12,9,1.0,0.1111111111111111
02a0fac852ecb565e7cc5b2bb5025cd3,1,1.0,1.0
02a22b0e84e4543e1bd075d13cd8abea,1,0.0,0.0
02a608dde27d2f40ba2624fc37ce2be4,6,0.0,0.0
02a7b236ae2ee5e4496b2d9983a869ab,16,5.0,0.3125
02a7f46a14e1041a86dd337fcf6be465,6,0.0,0.0
02a92d3d84b05474a2db3dee6a999162,19,2.0,0.10526315789473684
02ad453c9f82a07c107782a7a8c3eb85,14,0.0,0.0
02af9f55448c406e5f1813d308dc19bf,3,2.0,0.6666666666666666
02bcc0d9546e576a65cec0b06f5709b7,6,1.0,0.16666666666666666
02bd7f7d7cfe4c063317639c7d9dd329,13,3.0,0.23076923076923078
02c1fd1f25693d9b1adce5284e2810b4,6,0.0,0.0
02c462a8a5e337d4c4b21e01c001776c,10,0.0,0.0
02dd6ab881f433358ccfddfe830fbc35,1,0.0,0.0
02e490957b393334a810d7190a515ec1,3,1.0,0.3333333333333333
02e5b668f58fab31383320e5d4348d37,1,0.0,0.0
02fab8abcba523d4f331d4f7237a7dc1,11,2.0,0.18181818181818182
030afde20f932828c88dbaf980b567eb,7,4.0,0.5714285714285714
0319fef28f9e4fce8d52c6e13eacd56c,5,1.0,0.2
031a943bfe9c1040a5bb787821876971,1,0.0,0.0
03281e931f1dd1c1ab5f21c3a8d003d0,13,1.0,0.07692307692307693
032984ca1e143582213e2ca012dfbb14,3,1.0,0.3333333333333333
032d223aed24fcf8d1cc81c9b31273f8,4,0.0,0.0
0337489164d12772e9e8fe29275a2ec6,8,1.0,0.125
0339949c15b2e0af8ffd5374f3841061,1,1.0,1.0
0339a24155419bea123c24278ddcbc43,5,0.0,0.0
033b12bc17647c7cb6b55063022c738e,1,1.0,1.0
034208dc495b86a79b116e497c4b769f,2,1.0,0.5
035ca5b817c50bd0406f89114c8d7ebd,15,0.0,0.0
035ccfd1b3ae7c27328a013cf66e6188,14,3.0,0.21428571428571427
037c94cfa3ba1ec2c9b5174fb4779e02,16,5.0,0.3125
03acb0014f8bd8e5e4dd8c7a3b1ae5d6,9,0.0,0.0
03acf3da36e3e50895222020ea31d614,6,3.0,0.5
03d624913bbc92e3e3c61eb307f9529b,18,3.0,0.16666666666666666
03dba080caa05d91168e9b0c7b45dd2f,15,1.0,0.06666666666666667
03e9dfc304237a86ca008805336a8d3d,1,0.0,0.0
03ea74b8e76cb333be7dfbcfebe734b6,1,0.0,0.0
03f76531ce26fd962d198c4bb6e32404,17,0.0,0.0
03fdeeabe9a9844a188fca91911b3aff,7,0.0,0.0
03fed06bb171ccaac47895caa10b398a,22,8.0,0.36363636363636365
0400f2f66ed1db0cb921ca6bb34ff972,2,0.0,0.0
0419fa5b7581892b4811f25c70e640b5,6,3.0,0.5
04443ef0882e61fbd6258f20b8b20129,11,0.0,0.0
044635f31c100e43d479df88dd63d69a,3,0.0,0.0
04524f49bc3b85cdcbe42a0f529d3dba,4,2.0,0.5
0454b63d379fa0821b8d92ced47213be,6,3.0,0.5
045f789cc112bc620ba469eab9fd742a,6,0.0,0.0
04611001b644ab4da9824373444952b0,4,2.0,0.5
0466d84dac35f4270cca6cbdd92ebe4d,16,0.0,0.0
0480a6641d8041e4350f57976cad1c8a,1,1.0,1.0
048286c2f37f5fe09f603c53d0705207,19,3.0,0.15789473684210525
048432625fdfd1d93a5d83e78895f85f,16,0.0,0.0
049409e822870e0a6f738a6c13725b03,1,0.0,0.0
049759bfa6bc377e258f7b482efa9bef,3,0.0,0.0
049dd269d502366c801dc4810bba7edc,7,0.0,0.0
04a19cbc7d65031dfdf4413ae5ad9521,10,0.0,0.0
04a25f8ad25fc57714171c1c51cab468,2,1.0,0.5
04a3b29f9b0e0a47d69e5d1421f59ef9,1,0.0,0.0
04aa4039a6ce6fe350646bc92f0a0659,20,4.0,0.2
04c8299f06a409b01a8a1783ee7c002a,18,0.0,0.0
04d294cd374ecfc76e19d29bcf5e9746,8,2.0,0.25
04d3e7998bb645ba9c29453649a6073e,10,0.0,0.0
04d40c005abbc8684b5e9cde03b46b9f,12,2.0,0.16666666666666666
04d7579c6184e5715767b8b0a54f4f6d,17,2.0,0.11764705882352941
04e2c11e90523ae5ad6a0ba9896bff04,5,1.0,0.2
04ed9dd102a3c8e3fb93d817305cf427,1,0.0,0.0
04f87f1ab99ecb9df64e23a51eaf3f1e,7,0.0,0.0
04fb8bdb700cbc8dcdcda7c4e733462f,7,0.0,0.0
050bb105e8b5f2640fde1e34aca99264,7,0.0,0.0
050bd07ad848a0f97884632cdc484dcd,14,1.0,0.07142857142857142
05183ea18d9fb8026f9a01210e43ed78,17,7.0,0.4117647058823529
0534cd44027bf8acbfcac2dff2f7e04a,7,0.0,0.0
0543cbd437cd7e8bd46cbdeb551c3165,18,2.0,0.1111111111111111
054683975b1d7e8991c6806a2e577ce7,9,0.0,0.0
0549533b3020b4dd5ac1118259bcaabc,1,0.0,0.0
054cfa7f975c63690b560dad271bb23e,13,0.0,0.0
055167a205414a83e863e688cd9a4f02,11,0.0,0.0
055f38d4e13f81ba4aaf11befe12a2f0,19,1.0,0.05263157894736842
057155733652fdc0cad56bc2f5c24ab0,11,1.0,0.09090909090909091
05786371b7599ca00ab74b765124f958,5,1.0,0.2
0587245a10b89d30f47719039625e94d,6,0.0,0.0
058d0e97482710b33a276cf7e6659694,11,0.0,0.0
058e3b822ad219aff079dd7d7a19e703,13,1.0,0.07692307692307693
05a728bb0ce72ac12c73ef2bbb863fdc,1,0.0,0.0
05ab170362f310cea38a3856a725abc0,18,0.0,0.0
05b817f6bc8658b4604341dae5878bcb,3,2.0,0.6666666666666666
05f1493ebd4bd8c991f75bc19e260a03,3,0.0,0.0
05fae95b1049550ff3c5444b398b4722,7,0.0,0.0
05fc51d06000ab6aa369b85accc97d6a,13,0.0,0.0
063430f18bd650ae7a255ecdfa846ca8,17,1.0,0.058823529411764705
0637f4cc65c00d49cbe83b01e192ebc7,10,3.0,0.3
06456d2f80b764bfc2e4bb8dac30d266,17,1.0,0.058823529411764705
064bce16e73b528ce553c8447615fbd5,14,0.0,0.0
064c04c1cc400da708d1be999132fa08,4,2.0,0.5
064d189efb5c8b58a32622564390cf94,1,0.0,0.0
065727878249cd90e61d12089d7d5750,1,0.0,0.0
06580d07166b7acfeaab7cebd1e08be1,4,1.0,0.25
065983b114edb0afe2c91754889aa471,5,0.0,0.0
0664165f554ac7390a1f606217002da8,3,0.0,0.0
0674d7d80af01cc2036bea5f3a048cc8,3,0.0,0.0
067729d379f50bd2bea8d896c9027335,12,1.0,0.08333333333333333
067c59f4fdd26e650ae854f276ef9f44,12,2.0,0.16666666666666666
067ef4cc06e2e775cd1664c7395dbd53,15,0.0,0.0
068aeca157b1767fc41a896f3402d378,10,0.0,0.0
068ebe9f585e40c12f40a8ac77a4ddae,20,2.0,0.1
06a6c927f8e10f6bac55e4c53731be03,21,0.0,0.0
06b53721dbebd6d2cb2aee3ea88b4ae2,21,0.0,0.0
06d539ef164694574f303963fb8da792,20,1.0,0.05
06dafa8cef2426d3b18287c8a71f15b9,5,0.0,0.0
06ed4bcd056bc0f967dc5af5edbcf091,7,0.0,0.0
06f5f8b7bd73b479ff10ffd1b41a70d1,7,0.0,0.0
06fa8e72feb63af9a563cfb8b62c51c6,2,0.0,0.0
06ff736ba6c535f87b6529b500861d2c,20,4.0,0.2
0713bbf74268a2a7b435ad6b1e367783,5,0.0,0.0
0714eb08407abfc840ce36cc6efe2cb7,6,0.0,0.0
0715d97b0441391a5c2d97077e0c2f56,22,3.0,0.13636363636363635
0727383559617fa36359ec3ec9edcc2a,3,0.0,0.0
0731c1717790a8bf960adb0b078c49a0,12,2.0,0.16666666666666666
07480125ccb4ca53209f1746fa670ea6,18,5.0,0.2777777777777778
07591fb89c0a8aa1fbfa39e0d87a5189,11,3.0,0.2727272727272727
0761b94de28550723fb5d0b52fd95fa0,1,1.0,1.0
0768575e560bc9cbaf0ed565c06bd66e,1,0.0,0.0
077c590f5210d13669b949aec866169c,17,0.0,0.0
078c58480c6c230c6b1c36226b561610,6,0.0,0.0
079ba8e541d38c9ef9d7080c3f422acb,18,0.0,0.0
07acb3640bf376c0b79708fd11e6e709,5,0.0,0.0
07cde4eebbc1c26151a2db835799618d,12,0.0,0.0
07dd2e358d0f4e24cce476d78c4c8e55,9,1.0,0.1111111111111111
07e127b9dbb167bd5b122c917a4b7c8a,2,1.0,0.5
07fdaa6b70606399929e663413c19c62,7,0.0,0.0
081967ca2993234cd62a4064c8bab163,2,0.0,0.0
081d28f4c1cfd832593b92c1218e81b1,5,1.0,0.2
0829de8e76770db785cfe0354471fbd9,1,0.0,0.0
083a3d731a2167d1192070833d63d346,5,0.0,0.0
084089a8f8534881373625e03437ffe6,1,0.0,0.0
0851672394fee55dac2040310780772c,1,0.0,0.0
087550e5307cbeb1bf3d85b30b649260,6,0.0,0.0
088b30ef9e9bf6758869e140b21b1fb2,6,0.0,0.0
08a98fc4ef9e15cbf752bb2e8edfa11b,3,1.0,0.3333333333333333
08ab117fa6d635c5b12e5e1bf481e755,8,0.0,0.0
08b76dc5aa13e739efa6476ae026c596,1,0.0,0.0
08c16a9f3b6603a4ebcb52a1c290968f,2,1.0,0.5
08c3a3720ffd3903d9792c7f402025fd,5,0.0,0.0
08d992ade8869fe6d47ff30ff759738a,10,6.0,0.6
08ed5cbd9d8a2ef8e64458b9a7ea21f2,7,0.0,0.0
08f74c8748355c369accf476d6e1c1af,2,1.0,0.5
090143dd9df26e3fc321e8a738ca2db0,3,0.0,0.0
090fbefe65789b64e064e441d4cb5688,18,1.0,0.05555555555555555
09236d05540058024f6b8f83a3bfc083,2,0.0,0.0
09253469783b9acb08ca5b29b8ac99e9,11,0.0,0.0
092891f3908396dae0e29b5003654cee,9,1.0,0.1111111111111111
092db0e2380cd6c4cab1e11030d1d166,5,0.0,0.0
094984108be7b16125d5d194a41eb97d,12,3.0,0.25
094fc587a758c2c396a97f2f7a54a773,3,1.0,0.3333333333333333
0958d11cb3dfc1490489f8a436d7f6a3,18,4.0,0.2222222222222222
0977f7bb7c78167073479dd96020c60f,8,0.0,0.0
097b81ce134df8f4654576582827a3d5,4,2.0,0.5
097d852f70ed1cba8226e049666895c2,1,1.0,1.0
0981b9903ba4193b02d251ab836424e9,2,1.0,0.5
098a8ae6b9a662fa40bd9f7c63db65be,22,2.0,0.09090909090909091
098aaa25304cf22b0fad998d00105f1e,19,2.0,0.10526315789473684
09908c1ab2d40b1ddc0f8043b03095c3,2,0.0,0.0
099c470b0a3646857e0460c1e57ef78a,1,0.0,0.0
09a0d48ea0f2cc9a329e6e29b27ee051,11,0.0,0.0
09bc46b09cb20b882f1ce0e59f53ce79,1,0.0,0.0
09cf692575a41677a6315c4181c809a0,1,0.0,0.0
09d387ca753011d4aab6e38a11835b11,1,0.0,0.0
09d5f2445fae1155c4890132b4edc48e,9,1.0,0.1111111111111111
09d87cf9c77adfcefc727d82bb627a23,2,1.0,0.5
09da611744959c174156038dc94ff566,11,0.0,0.0
09ecafed57cf870fba99130101c59d1f,8,2.0,0.25
0a08432d864e252577209e77b43817ed,10,0.0,0.0
0a1e2314d538aa81aaf0ccb1ba2c68a6,2,0.0,0.0
0a27769ea5f8628940cbeb082908fd70,18,0.0,0.0
0a2d8c2cf511d5c85d576b47f421532a,1,1.0,1.0
0a496780b943da8bc3ee96fa0e68492d,1,0.0,0.0
0a5a148ff6e5e9b40457b233b0dfc77a,7,0.0,0.0
0a727ce92faad3db853e4ab653ba7d66,13,1.0,0.07692307692307693
0a74d133a90667c6cc626f05b2cf15a7,6,4.0,0.6666666666666666
0a8038a98c26cd1c4fa94176c5247f75,3,0.0,0.0
0a9068d1a6b4149edc3ff5598c52dc92,12,0.0,0.0
0a9288084d69474c80dd6b1f20cffd38,10,0.0,0.0
0a95441f654996325121b75ee4e9fee5,1,0.0,0.0
0a9a988fbb79192eecc1a0818b8e0d88,18,2.0,0.1111111111111111
0aa0489f99eafa534ae480b34adbc614,6,0.0,0.0
0aa8f69b09c8169c4e70747852c0eee5,15,1.0,0.06666666666666667
0ab194696e77afcbf83fd1d14b004a5d,13,0.0,0.0
0ab5f06a60f2d4fb2183e616fa0d4eb3,1,0.0,0.0
0abe9c2f21e941f2bd3b086277e33ebc,5,0.0,0.0
0abeed3cba40bd7697942e6ecc4a4aec,21,1.0,0.047619047619047616
0ac87547fc50c95ac94d7944b360f70d,3,0.0,0.0
0aca3a3fea1eba56fda26da9bbeada19,9,0.0,0.0
0acbad51b96cb28b9f205e13ba5fadaa,24,2.0,0.08333333333333333
0ad91b2a206578e9c38f06665a33a84e,1,0.0,0.0
0af168c839ac7a3d0d2116d1004fc919,1,0.0,0.0
0af96c7983499e39e51cb1d902570e4c,2,0.0,0.0
0afa5d84e500e387ffe0245a83829bb5,7,0.0,0.0
0b019c9041820e1768b010aab163421f,8,0.0,0.0
0b0b85b7fe2dc08fc179849cd869c326,22,0.0,0.0
0b174cd29735f9df58d1e3326875acd2,23,5.0,0.21739130434782608
0b2901337986da95250ab5106436d246,15,0.0,0.0
0b2ff29018c4b428779c7b696d3c1fda,2,1.0,0.5
0b3d4cc35b53b00a575d7b4673839a55,2,0.0,0.0
0b42f929cdbba761c0f9fe137f99579e,3,0.0,0.0
0b4ed006f9cc9d2a2e018b962fba9e67,6,2.0,0.3333333333333333
0b5aee95d5ae05ac33fa20a56367acea,5,2.0,0.4
0b60be171fdd482d48ce7569339397e9,1,0.0,0.0
0b60dc7213627a425ba559a9ad3d4547,9,1.0,0.1111111111111111
0b68ebdbdfa9538722bd5e69aec6f1c4,15,1.0,0.06666666666666667
0b710c5ef5a20f82795672d4a0e0c026,2,0.0,0.0
0b734a1b507132891b7c28fb60af999d,17,2.0,0.11764705882352941
0b893a8b342886af26393a6f34661a53,1,0.0,0.0
0b89ff419fa63e971b228e898c743dcc,17,2.0,0.11764705882352941
0b91a7323295f93916f03430335b2ee7,10,0.0,0.0
0b93a82d8d79c5fe636cc7038fb8c497,2,0.0,0.0
0b947c867edcccd9e738286b9564dc91,17,2.0,0.11764705882352941
0bb34a40bb09f73bc8800f08510fe611,16,3.0,0.1875
0bb477e044e7e5ffe02238daa671638a,2,0.0,0.0
0bbb0773eb110094b89629b8e1367e0f,2,0.0,0.0
0bc56876e421e5608df564af801cf32c,5,0.0,0.0
0bc6effdeaeef2f979de7b8f53639db6,4,0.0,0.0
0bcf8b713b3979a97f06f52522738123,3,0.0,0.0
0bd0fc1c2d12d9296399e7023df1df90,2,0.0,0.0
0bdf94c74ee1ffe76946adc510433628,16,2.0,0.125
0bf68598f12bbb2ad08ae6a4ef6eec10,4,0.0,0.0
0bf69bdf924974f8e00191b50b47de62,2,0.0,0.0
0bfadb17cbc0799febe7f498cb91bf2c,2,0.0,0.0
0c0683c72d05d49d0fcfe99b778b0cd3,3,0.0,0.0
0c0b8f76894b1cc427a254555a8df723,9,0.0,0.0
0c10f074585efbda4e9c13300472d81a,5,2.0,0.4
0c124188a3b5044c9cf3f6788efcf70f,11,4.0,0.36363636363636365
0c2fecbbef3c9f45c02344c25e350f8a,5,0.0,0.0
0c35c49dd7b87ff3130dbb7782fb014b,15,1.0,0.06666666666666667
0c368d9bd0d09ce3ccaf19113ce8cad2,10,1.0,0.1
0c455ab8b0c28077fcbf406bcfe97c33,2,0.0,0.0
0c463f936c4c2abf9c67a96cb698cd68,3,0.0,0.0
0c4a2e9225a75a19dfb0f26526712835,13,1.0,0.07692307692307693
0c5e1b8c49342cb8121800f0220c237d,1,0.0,0.0
0c6022f5116ccb3753989e49a194ebe7,3,0.0,0.0
0c69820d1cdc46a426be623435585dde,11,0.0,0.0
0c7d136471298a8659f8e213698de756,8,0.0,0.0
0c8a60bc366b2e999497e10d6a2288cb,1,0.0,0.0
0c8a74028bcecd56f5cabd04ce5a2114,19,1.0,0.05263157894736842
0c8ea0d1a65ac58f22609eb3904a5e6c,9,0.0,0.0
0caee9147511acc1bf19f1ea844304e1,3,0.0,0.0
0cb6c303b98df81e58c25e9a8facccb0,19,0.0,0.0
0cc1d3fdeb8a666b9a3492516155ac35,14,1.0,0.07142857142857142
0cc588dbb0ffc7953984ae2334d2aa8b,10,1.0,0.1
0cca2a89d692b349433b4435997e93de,14,1.0,0.07142857142857142
0ce89bfb42ae8d46b803a1da294294dc,4,0.0,0.0
0cef5e8f1027bd1dd48780e4fdf3ae67,6,1.0,0.16666666666666666
0cf39a7fc16bf88009dcbfa57aa54f26,13,3.0,0.23076923076923078
0d02b5be080a65554c07eebd794d84fe,22,0.0,0.0
0d082cc87b57517b03855176fbfb20aa,2,1.0,0.5
0d0a661c0bc7a9343b59f32c55cef015,6,0.0,0.0
0d0ba5f1dd2aaa7f8b46392468dd5a34,2,0.0,0.0
0d0d643907e72c5f36783bf58a3ef7a6,5,1.0,0.2
0d119ec9876ce24a49db1d4ff98d35fd,2,0.0,0.0
0d1ae959ee726b275d79312f964ec620,1,0.0,0.0
0d2635c6ea41c176a4a6893b0422b9e5,1,0.0,0.0
0d2f04ee708c1469e5779187898e7d84,12,0.0,0.0
0d722367edff2ac63120444ea70bc85d,1,1.0,1.0
0d77486fe090b8645d88dbe53a7887dd,14,1.0,0.07142857142857142
0d81bc74babe8f37cfbc1d1de63ef11e,12,1.0,0.08333333333333333
0d8769c67121b470e27fd8e08cda31e4,2,0.0,0.0
0d89f844737d53c029630e3872f0541e,4,3.0,0.75
0d93fc45324a266d7a705c8aae04d7e8,9,1.0,0.1111111111111111
0d9656f184c6c995fed92da080b15255,18,1.0,0.05555555555555555
0d9e8e082cf70877c5f9d072abe8ef87,16,2.0,0.125
0db3772e93393423483691b3709fe18d,3,0.0,0.0
0db4aa28a80dbc66216fd45fa94de64a,9,1.0,0.1111111111111111
0dc1af5837c38a3324ba1b67d8f83966,7,0.0,0.0
0dc766d7a4a2a76ebe9051d8308967d0,15,3.0,0.2
0dc77ff7b2a12eac093a1e37fee4883f,6,0.0,0.0
0dcf176436603c1c5f76778830452909,12,0.0,0.0
0dd55f1be299f1a7e8a74666e328a04a,14,1.0,0.07142857142857142
0ded3e12b26775542fc832fdab840095,2,2.0,1.0
0dfeee3001fef92c75319f816f20d624,11,4.0,0.36363636363636365
0e12786a7b741395f4a3d98e746b72fb,15,1.0,0.06666666666666667
0e13277c1ce5caec2fcc0de981730f82,6,0.0,0.0
0e14d4c407d37a2f605b8e0d69b4daa7,11,0.0,0.0
0e28d127841157e86d56a69d772643cb,15,5.0,0.3333333333333333
0e2b5dfb22b798a2bd901676e0740d49,1,1.0,1.0
0e32bd957d124b11685fcc605264eec8,12,0.0,0.0
0e3a897fd025d2895f1d57e3bca9f159,2,0.0,0.0
0e42944c55a43eb382b68dc027d4378d,10,1.0,0.1
0e58bc63125e217dee30ddd8deb9eacc,9,0.0,0.0
0e59acd001711a2e7eec5dda8e78e5e0,1,0.0,0.0
0e634b408270234a79086573dc557282,2,1.0,0.5
0e6507f25a7f509c09a7931077b1b391,7,0.0,0.0
0e6afe449e64516d4497d8d4337b690b,4,2.0,0.5
0e6c510987fb31f4c16f4ff95e4748dc,10,0.0,0.0
0e928a2cc312de0bb82fbdc54ce1e8f7,2,0.0,0.0
0e92adc33345c17ed1328f1d85b4f047,17,1.0,0.058823529411764705
0ea4ca4dd0951a22a76a646d7b5e3856,3,1.0,0.3333333333333333
0ea5356a59efa2ba0fb1f0ffa3bd1624,3,0.0,0.0
0ea8d82ee0f85d6d8666f1dc9453f277,2,0.0,0.0
0ea9816bc865a9c1edad73a005f8a6d1,12,2.0,0.16666666666666666
0eab2b543d332de3c9db76e0b84f04ea,5,4.0,0.8
0eb1b6c845046158c220fa08a2bb19b3,10,2.0,0.2
0ec60cd51d304a9ac0d37e69b87f7b22,11,1.0,0.09090909090909091
0edb3663f94b70afbcebc0261a6e99fd,6,1.0,0.16666666666666666
0ee2a932c2c25870a568bceb662b7974,2,1.0,0.5
0eef10d3638aa99fb0f7dd599d3d8a40,9,2.0,0.2222222222222222
0efb861db31660eb4c2bdbb6b2bcd746,12,2.0,0.16666666666666666
0f1e808dd2c4452fef6a042f6daef255,10,0.0,0.0
0f210188b6da40cdc0ef4621f0489e64,10,3.0,0.3
0f2189f44526e34e57baf2fafae989cd,1,1.0,1.0
0f2ec6239bee893245a8756142554db6,3,0.0,0.0
0f31bde8248293435fbaa8f16407a676,14,1.0,0.07142857142857142
0f37aa1fddb9175853f02e38b19b36ff,9,0.0,0.0
0f4c9ad69130670673c4d804708e8c88,20,8.0,0.4
0f66d040d49088ab866be5acc61e7a4e,2,0.0,0.0
0f78149fa7000b63ac60eeeacbad11f2,9,0.0,0.0
0f8deaf9cbf73efe939c21def035ac57,2,0.0,0.0
0f93799a482ec76e028f565150fb1617,12,0.0,0.0
0f93e8629c8d6d07445d59cd13274132,13,1.0,0.07692307692307693
0f9637d8f035c0dfed547d9168289ab4,4,2.0,0.5
0fa71fa4803cf4696eff31da300c15de,7,1.0,0.14285714285714285
0fab7c10bc2f9a0f6b373abe9f05f781,1,0.0,0.0
0fae2a8d1b6e2312dc061d20a1c1236a,4,3.0,0.75
0fb0193aee973e7e49a1f0d43ecc05d2,22,3.0,0.13636363636363635
0fb3ee8c07bed409bd2c4c0796b6d07a,13,5.0,0.38461538461538464
0fca160287c36d613e26783641e34c92,14,1.0,0.07142857142857142
0fdb00dc1fa28a8a6531cb45a1b85e7d,12,3.0,0.25
0fdbbe66f91a3850b4dc2f15817c30c0,7,0.0,0.0
0ffd18f61abdc8aa297c726fb74c287c,4,1.0,0.25
100847acfc80980a3b515a57ddd9693b,5,1.0,0.2
1012988b96e0ddb7863dd81e3e7db743,1,0.0,0.0
101b30bd3214081f64ff90a0a14ddcf6,20,5.0,0.25
1020173445afeb09423c11e424558e9e,8,1.0,0.125
1027e73cc75ce7ddbaac0d0c7c4b996c,1,0.0,0.0
102e2b41fc88dab66cb74d9c703dbee3,2,0.0,0.0
1036c959cbf1472c3d8b6cc40da8e63c,15,3.0,0.2
1039e2fe1e048798b8bfa008636d575c,6,0.0,0.0
104b64ff72aff72a443db416eb3902d3,4,3.0,0.75
1061ce6f5b6cf27b54cc79f0baecd2ea,4,0.0,0.0
1066eb4f544f7df2799cfa2efa1fe2cb,15,1.0,0.06666666666666667
10677c9e2d2ea2808c64b6c9f49a8933,5,1.0,0.2
106d7278e8cd9fa5360b8eff4673db0f,5,1.0,0.2
10876eea38a19182dcb5cc0ee9de59b5,13,0.0,0.0
108c000645b379fd33cc293a6ff84d98,9,0.0,0.0
1091fe7d20d0bcd4c868ccd8b0fff775,7,1.0,0.14285714285714285
1098c504b30e396b211981d2d105ab66,7,2.0,0.2857142857142857
109b756271e77c102030800326c9b8fc,13,0.0,0.0
10bd102e3732b97eb2285087a1ef9fcf,5,0.0,0.0
10be24c6281e4cd3719e33af9f830b89,1,1.0,1.0
10d54ea4ed7e1ebeab158f9663d31f98,21,0.0,0.0
10d75838e3964d7eb7b0f4928a9ab85f,18,5.0,0.2777777777777778
10ec0c33442ea0f7875dd281d7517316,25,4.0,0.16
10f04f8b3a8c8ff0cc546765ff27f991,5,1.0,0.2
10fc6551a19a1cf6d2aaa51feab0a47d,2,2.0,1.0
110daf6254ea40abd0d1746a112d85d4,2,0.0,0.0
11105b93410497bbc4c131968092d4d4,6,0.0,0.0
1111ed2cef0612e3302c07115044beb2,1,0.0,0.0
1116c4e5fe6428d7ea59e7e266078883,6,0.0,0.0
1121de6996f4f5b989a59305b833468d,21,0.0,0.0
1124680b14386200d31f5a502953fe36,12,2.0,0.16666666666666666
11257ccae88bc8cad1cb705cb317d779,4,4.0,1.0
