contrato_id,dt_ref_portfolio,safra,nr_documento,status_contrato,dt_contrato,dt_desembolso,dt_vencimento,dt_wo,prazo,vlr_desembolsado,vlr_tarifa,juros_mes,juros_diario,perc_retencao,vlr_pgto_realizado,vlr_pgto_esperado,vlr_saldo_devedor,vlr_saldo_devedor_esperado,dsp,dspp,flag_transacao
c0ac06556a1ef44ae9b5e778e660f14e,2021-06-25,2021-04,c078735a53addd082c996dbf71fc891b,Active,2021-03-05,2021-04-06,2022-06-05,2023-06-05,25.65,17816.49,0.0,0.07188,0.00233,0.228,32.85,62.3,15308.33,14283.48,0,3,1
2079e97753209f09d0df9ff41e29990b,2021-10-05,2021-03,88ef5aa50cbe2e65cf6eaa8fe671e0e6,Active,2021-03-09,2021-03-11,2021-09-09,2022-09-09,10.26,26710.2,0.0,0.04788,0.00157,0.192,0.0,165.6,3240.36,0.0,4,4,0
29c32b25737d145fec13f821a9800743,2022-03-08,2020-08,9a2db5139a1cf152f6ad22025492a3d4,Settled,2020-08-10,2020-08-12,2021-11-10,2022-11-10,25.65,8550.0,0.0,0.05988,0.00195,0.144,0.0,26.6,0.0,0.0,0,0,1
4e8db289ef9b0f4bf874384b181e8fc7,2022-03-06,2021-02,14a9174099668fd8768597c320cd295a,Settled,2021-02-12,2021-02-18,2022-06-12,2023-06-12,27.36,39239.37,0.0,0.05388,0.00176,0.192,0.0,114.49,0.0,453.73,0,0,1
d4c7788870c8646e10ce3e7c3629ca2e,2021-12-12,2021-04,bf982f1ce5b364747dcfd9dc129f3f01,Active,2021-04-16,2021-04-20,2022-07-16,2023-07-16,25.65,29249.55,0.0,0.04788,0.00157,0.07572,0.0,87.48,15480.61,10086.64,2,2,1
36eda51c471ad29e5a137198903619d3,2021-11-17,2021-04,02ba978aede32ae5685cd19789157154,Active,2021-04-20,2021-04-23,2022-07-20,2023-07-20,25.65,37354.95,0.0,0.04788,0.00157,0.12,158.72,110.61,20479.46,15826.91,0,0,1
1db46ce91950f031a6d971e49ddc9572,2022-03-04,2021-04,4052dffa34dc6f84dff28de5f66742f6,Active,2021-04-16,2021-04-20,2022-07-16,2023-07-16,25.65,16188.57,0.0,0.04788,0.00157,0.10044,9.94,48.01,12634.47,1647.82,0,186,1
26a62a0c1b8813ab31cc3a01a293e8af,2022-02-25,2021-01,8146e4fc1c05480d58c70f0e69072d3d,Active,2021-01-23,2021-01-26,2022-07-23,2023-07-23,30.78,15390.0,0.0,0.05388,0.00176,0.096,103.97,41.27,4879.18,1476.48,0,0,1
689a235a6cc1265ef4475a294b088e7b,2021-11-23,2021-03,96bd3d979a212fa434c08ae7b7c4322d,Active,2021-02-27,2021-03-02,2022-08-27,2023-08-27,30.78,52298.64,0.0,0.04788,0.00157,0.276,0.0,136.34,63421.56,21559.75,6,232,0
fb88b9f58de2838e26f79e404ce4ee9b,2021-05-16,2020-12,518e8b32898c454da92d696635931335,Active,2020-12-24,2020-12-29,2022-03-24,2023-03-24,25.65,29906.19,0.0,0.05988,0.00195,0.252,0.0,93.73,28295.85,22870.77,2,2,0
bc36b8d13b38556d6d5a6e4f6e705561,2021-09-17,2021-04,5dc03ae53dcafe4f52aac680c79abb26,Active,2021-04-08,2021-04-12,2022-07-08,2023-07-08,25.65,23940.0,0.0,0.03588,0.00118,0.096,63.61,66.44,17707.44,14418.43,0,0,1
7c7f89e9380bd787c52d41c3c484b8a9,2021-06-19,2021-03,5bea6ba03b3f3a719bbdc4e15969a97d,Active,2021-03-19,2021-03-23,2022-06-19,2023-06-19,25.65,85500.0,0.0,0.04788,0.00157,0.1326,0.0,255.3,87470.35,69598.84,1,88,1
c8273c4fb0e2cd58c05b5083db7f06fc,2021-10-16,2021-06,b8c122a67d359eb59d43e43beec26945,Active,2021-05-31,2021-06-02,2022-02-28,2023-02-28,15.39,11084.22,0.0,0.08388,0.00271,0.156,0.0,56.18,7752.15,3709.09,3,5,0
0218ed9c941ffed00549ec4181ff86e3,2022-01-14,2021-02,28d2b27f260372d0a219458a33c1916e,Settled,2021-02-12,2021-02-18,2022-11-12,2023-11-12,35.91,256500.0,0.0,0.04788,0.00157,0.18,0.0,605.21,0.0,88375.74,0,0,1
9573cb2fed2589413494252a3fff7098,2021-09-21,2020-08,904b4e3d08329c5557a9b815d96e840a,Active,2020-08-14,2020-08-18,2022-05-14,2023-05-14,35.91,105002.55,0.0,0.07788,0.00252,0.12108,238.53,299.64,36838.85,37745.12,0,0,1
f8a00957eae45c54446cb03de1bd62aa,2021-03-15,2021-03,9fde4feb7e764b6a885c7be3c03a7185,Active,2021-02-26,2021-03-03,2022-05-26,2023-05-26,25.65,24535.08,0.0,0.04788,0.00157,0.168,118.95,73.12,24517.74,24104.05,0,4,0
4f4f54d535f4e1ed74156c6046a24eda,2022-01-09,2020-10,e1e653c700597cf1a92869f43d1d646e,Active,2020-10-05,2020-10-07,2022-07-05,2023-07-05,35.91,22931.1,0.0,0.06588,0.00214,0.17928,0.0,60.31,22822.89,3337.55,179,207,0
9dd88171fa8447cda46ee0ed10ec8e93,2021-05-03,2021-02,7d435b2305e7680efa78e90455f35a7e,Active,2021-02-08,2021-02-10,2022-05-08,2023-05-08,25.65,13146.48,0.0,0.07188,0.00233,0.228,0.0,44.23,12644.65,11567.54,5,46,0
1c1c51a8571ae7c84f680ea8eafd3928,2022-02-21,2020-07,01031e8d76fc6e7b2e70cd0aa4847eb7,Active,2020-07-12,2020-07-14,2021-10-12,2022-10-12,25.65,6549.3,0.0,0.07188,0.00233,0.0924,0.0,21.69,730.63,0.0,67,67,0
dade246375915b3cd65b62669d3254b6,2021-02-24,2020-09,ddbafa9b23fe5087ae10cda5edc8511f,Active,2020-09-08,2020-09-10,2022-06-08,2023-06-08,35.91,207936.0,0.0,0.05388,0.00176,0.144,14.93,502.8,222130.57,170222.54,0,96,1
a372f2f7e8df6d4a15e403d2b80ef92f,2021-04-20,2020-08,c1b6e315b270da9c8c53799eef0354c8,Active,2020-08-17,2020-08-19,2021-11-17,2022-11-17,25.65,13680.0,0.0,0.07188,0.00233,0.06,62.07,45.3,1065.88,7806.6,0,0,1
451f15a17ea851a060e545d105abfd22,2021-11-17,2020-08,cef7a8232d8f53a24ddf084eb8544d50,Active,2020-08-10,2020-08-12,2022-02-10,2023-02-10,30.78,41040.0,0.0,0.03588,0.00118,0.0582,39.89,97.03,6385.38,4997.55,0,0,1
04a25f8ad25fc57714171c1c51cab468,2021-09-25,2021-02,7112f0919ebd0eef8a70a241ecf09754,Active,2021-02-22,2021-02-24,2022-05-22,2023-05-22,25.65,13090.05,0.0,0.07188,0.00233,0.168,0.0,44.04,10113.69,5795.42,1,15,1
9623f8a21ee5c8316240fffb122b6ae2,2022-03-24,2021-02,d6658a352d62b1ab7c516c978f4368d8,Active,2021-02-08,2021-02-10,2022-11-08,2023-11-08,35.91,2638.53,0.0,0.05988,0.00195,0.07848,0.0,6.68,678.46,323.94,0,0,0
48011d23182eddc669d7a3898679229e,2022-03-24,2020-11,f92f9cc95b7ad9f4ce63313304257648,Settled,2020-11-04,2020-11-06,2022-02-04,2023-02-04,25.65,6255.18,0.0,0.07188,0.00233,0.06456,0.0,20.71,0.0,0.0,0,0,0
bfe83a674b08e057502cd0abc37352a4,2021-05-29,2021-05,0addba71fa0d6557862d40e05771d52c,Active,2021-05-26,2021-05-28,2022-11-26,2023-11-26,30.78,7353.0,0.0,0.04188,0.00137,0.084,0.0,18.44,7502.18,7456.91,1,1,1
72d605b49a04d7fa97607baf0613bff3,2021-08-07,2021-05,5631c8333a90f9c463824b780dc7c7c0,Active,2021-05-04,2021-05-06,2021-11-04,2022-11-04,10.26,9940.23,0.0,0.07188,0.00233,0.24,0.0,65.63,9101.92,4106.08,2,78,0
97f37722c286e05fecac60e2db9e7195,2021-07-27,2021-03,1444d42ea35492455e1bebf07b0b72c7,Active,2021-03-22,2021-03-24,2022-06-22,2023-06-22,25.65,18090.09,0.0,0.03588,0.00118,0.168,0.0,49.95,13183.5,12876.32,0,0,0
5e1473a3bd9b0077d76751a701e59832,2021-06-23,2020-12,2340b6a6e399f74659e50b012aa9c6b5,Active,2020-12-04,2020-12-08,2022-09-04,2023-09-04,35.91,59850.0,0.0,0.07188,0.00233,0.156,131.55,166.4,49240.8,44650.65,0,0,1
6b80a21873d3af4c3249878618f0eedb,2022-01-25,2021-04,bab7f18ed141195dcee08779a68be687,Settled,2021-04-26,2021-04-28,2022-07-26,2023-07-26,25.65,256500.0,0.0,0.07188,0.00233,0.12,0.0,866.79,0.0,35008.44,0,0,1
aad8734efa3508005509088199efbedb,2021-04-21,2020-11,d362ff62459761708d46f481d87d7765,Active,2020-11-19,2020-11-23,2022-02-19,2023-02-19,25.65,231431.4,0.0,0.05988,0.00195,0.18,0.0,722.04,242294.64,172689.37,50,121,0
8b5db5db0c495090a5c9d0afa31b7607,2021-12-12,2021-05,a2440b5b2ab4cc9312a6fcb8e8ddb07e,Active,2021-05-07,2021-05-11,2022-02-07,2023-02-07,15.39,3575.61,0.0,0.08388,0.00271,0.156,0.0,17.87,991.8,0.0,2,2,0
a559b2f9069fc824f589d40346f53612,2021-12-02,2021-04,adfba9a11626e981626c0cc3b7bd213c,Active,2021-04-09,2021-04-13,2022-07-09,2023-07-09,25.65,6670.71,0.0,0.04788,0.00157,0.0588,5.76,19.78,2256.96,2411.89,0,6,1
1834691246314a84c638e555d0ee73f7,2021-04-08,2021-01,57485fdde6f3fadd14f23e38f4068448,Active,2021-01-27,2021-01-29,2022-04-27,2023-04-27,25.65,7859.16,0.0,0.04788,0.00157,0.14544,64.01,23.27,6595.15,6960.73,0,0,0
a8426c50328b41f7483c420af42b7b17,2022-03-16,2021-06,4c693d2ec5d7587cc93e0d358d5888af,Active,2021-05-31,2021-06-02,2022-02-28,2023-02-28,15.39,20520.0,0.0,0.08388,0.00271,0.156,0.0,102.82,21566.09,0.0,30,183,0
f1e1c191ba373aa4011c10912e90a7f6,2022-02-24,2021-02,6dddf380ca01f1cf6992c62d6b5b7931,Settled,2021-02-12,2021-02-18,2022-06-12,2023-06-12,27.36,171000.0,0.0,0.04788,0.00157,0.096,0.0,482.17,0.0,10904.28,0,0,1
47aa0bddccfef8f2393de9dc5f52ebf4,2021-01-13,2020-11,7982d7720d0f560188bf5001e04456d3,Active,2020-11-08,2020-11-10,2022-08-08,2023-08-08,35.91,30951.0,0.0,0.05988,0.00195,0.144,223.21,78.08,23057.95,29046.22,0,0,1
f6492fcf3591ade01c7bc0f2550e641c,2021-02-25,2020-11,98a47d402078435864d0e0cfa2656816,Active,2020-11-10,2020-11-11,2022-02-10,2023-02-10,25.65,164944.89,0.0,0.05988,0.00195,0.18,145.52,512.32,166558.92,136408.51,0,64,0
7fed83ebcb416758be6dcbdd458eeb59,2020-08-03,2020-07,689e6ad7a6f4d9e707d85b0569f21aaa,Active,2020-07-23,2020-07-27,2021-10-23,2022-10-23,25.65,21087.72,0.0,0.05988,0.00195,0.084,197.64,65.79,20705.59,20834.0,0,0,1
7ace604f4d5aa3ec5da54f76cf7b7ecf,2021-02-27,2020-11,99e392f9a6fb908fb1443f91227f1090,Active,2020-11-25,2020-11-27,2022-02-25,2023-02-25,25.65,42729.48,0.0,0.04788,0.00157,0.04188,0.0,124.59,27832.76,35928.11,1,4,1
643910ad748d1875f71b6a7c6725f618,2021-12-02,2020-12,a0c1814c77e570187e917f7cf064ddeb,Active,2020-12-11,2020-12-15,2022-06-11,2023-06-11,30.78,24966.0,0.0,0.04188,0.00137,0.12,34.73,62.61,7748.47,7046.88,0,0,1
48256e8ba7a8bd5de54d46d343cecb31,2021-12-02,2020-04,4e73503aead333869fd33ee4ce9c61ab,Settled,2020-04-22,2020-04-27,2021-07-22,2022-07-22,25.65,4864.95,0.0,0.07188,0.00233,0.084,0.0,16.2,0.0,0.0,0,0,1
1a7640592793fc1f3527605f0eeafbdf,2022-01-01,2021-01,e31d2237d16ebdd439daab5f0b2203e8,Active,2021-01-06,2021-01-08,2022-10-06,2023-10-06,35.91,49590.0,0.0,0.08388,0.00271,1.2,0.0,148.93,98497.74,10737.4,278,358,0
ac760dfc76c815b046a33a7d88b3f847,2021-06-05,2021-05,6a26bee0375b538e6ab6fc59faaec678,Active,2021-05-07,2021-05-11,2022-02-07,2023-02-07,15.39,6840.0,0.0,0.08388,0.00271,0.156,0.0,34.58,6124.84,6223.91,1,1,1
d857f5aadd1ea374b536e28ec6c462b1,2022-02-24,2021-05,79c9adccadc321a5c7d2f57cd46e61ba,Active,2021-05-12,2021-05-14,2022-08-12,2023-08-12,25.65,8698.77,0.0,0.05388,0.00176,0.156,0.0,27.12,6914.71,1279.56,52,69,0
e335008604fbe0d4bbb096672c225ee5,2021-10-23,2021-06,1953c0838d977990b0418ff911aff086,Active,2021-05-14,2021-06-04,2023-02-14,2024-02-14,35.91,52112.25,0.0,0.03588,0.00118,0.18,0.0,114.44,40720.21,36921.5,1,1,1
0c055f14742b8ce656d4a4358311b3a9,2021-10-23,2021-03,7f9eba6f209cb2a6753ed186cfef0925,Active,2021-03-19,2021-03-23,2022-06-19,2023-06-19,25.65,11527.11,0.0,0.04788,0.00157,0.168,0.0,34.13,8466.26,5118.43,1,1,1
86d18f78a3fd29965cee068029882236,2020-05-23,2020-01,5d1bd23b9fd0fbd7fbdec6c2b629da64,Settled,2020-01-15,2020-01-16,2020-10-15,2021-10-15,15.39,7182.0,71.82,0.04788,0.00157,0.23052,0.0,31.89,-0.03,4139.13,0,0,1
7eea6b882eedabcc1e782d8f3231d12b,2021-06-20,2021-03,b43998763febbde3c2585a28a4ca404e,Active,2021-03-01,2021-03-03,2022-12-01,2023-12-01,35.91,10260.0,0.0,0.04788,0.00157,0.1446,0.0,24.06,10362.87,8669.27,3,109,1
eeaa6bd18b52343749d85a246b7f2e14,2021-08-27,2020-09,e2ff32e043ad6687281703cf8e569c5a,Active,2020-08-31,2020-09-02,2022-05-31,2023-05-31,35.91,14870.16,0.0,0.05988,0.00195,0.12084,0.0,37.52,8598.44,6763.01,1,1,1
e617f0c51c6edd124dad98b54ec5b853,2022-01-28,2021-03,e386ea78a43ae3cc501b576d6228864b,Active,2021-03-24,2021-03-29,2022-06-24,2023-06-24,25.65,18810.0,0.0,0.07188,0.00233,0.228,0.0,63.28,5321.9,1437.07,14,14,0
ebf904066d46dae5a098a325075e0c88,2022-01-28,2020-11,68b7568b9d2ad72842667ac721528162,Active,2020-11-13,2020-11-17,2022-02-13,2023-02-13,25.65,85500.0,0.0,0.04788,0.00157,0.36,0.0,250.12,110109.93,0.0,148,389,0
3ec9bce049beab908cfa54fec0889a90,2021-03-06,2020-08,70ed263432e377e40b1bd219e2e438c2,Active,2020-08-05,2020-08-07,2021-11-05,2022-11-05,25.65,9907.74,0.0,0.09588,0.00308,0.04008,0.0,36.93,1145.07,6670.47,1,2,1
178a8c047f3087c0e6b56abd28a8ab96,2021-03-06,2020-10,bdbbf68c2b6e19aae69b20f0267e7b0b,Active,2020-10-02,2020-10-06,2022-07-02,2023-07-02,35.91,10260.0,0.0,0.08988,0.00289,0.11064,0.0,31.59,7629.61,9001.55,1,53,1
28c21dd0e74af832d3d70d322802cd29,2021-07-29,2020-10,cd9fe922c99ab0647f2140f6bb50531d,Active,2020-10-02,2020-10-06,2022-07-02,2023-07-02,35.91,61168.41,0.0,0.09588,0.00308,0.24,459.99,195.45,30772.63,35216.56,0,0,1
426118cf585c8c9747dbe04368a67353,2022-01-21,2021-04,dd3d6c71b2677545eefe6c5a79cfcc84,Active,2021-04-12,2021-04-14,2022-07-12,2023-07-12,25.65,52033.59,0.0,0.03588,0.00118,0.0606,114.38,143.91,18594.95,13619.41,0,0,1
20e37c3622453a304fab2df6067ac736,2021-08-29,2021-06,e7ee54e62d26a033f8f872d9df63eeca,Active,2021-05-29,2021-06-01,2022-11-29,2023-11-29,30.78,52296.93,0.0,0.04188,0.00137,0.24,0.0,133.34,52407.96,42171.48,3,6,0
916e7c87cbc7f1c7646e4a7acde15f1a,2021-08-29,2020-10,afb9ee1a900e18eba35aa78792d955f4,Active,2020-10-23,2020-10-27,2022-04-23,2023-04-23,30.78,48367.35,0.0,0.09588,0.00308,0.204,0.0,165.19,33275.76,20241.7,6,83,1
717f9c42388872a6a370dbdfceacfe05,2021-01-06,2020-09,63649204a32b76ab7b99eb21d52ce34c,Active,2020-09-08,2020-09-10,2022-01-08,2023-01-08,27.36,55079.1,0.0,0.03588,0.00118,0.06,361.08,142.83,32453.73,43885.78,0,0,0
1269ff567efd9e0ce265a3f1e60418c7,2021-01-06,2020-09,0ec20e9bb45846a03aa6ae5d1fbaf0e6,Active,2020-09-17,2020-09-21,2021-12-17,2022-12-17,25.65,10410.48,0.0,0.04788,0.00157,0.6,0.0,30.5,5560.58,8449.71,2,2,0
e8dad3320d8c7302c9ba2ef4ec494dab,2020-11-26,2020-04,88e865782cf2e736b6e82649e6320dfb,Active,2020-04-07,2020-04-13,2021-07-07,2022-07-07,25.65,2192.22,0.0,0.05988,0.00195,0.08772,0.0,6.87,1382.4,1279.92,136,136,0
b37b0f6ecd7e1f4ed7b1a38e53e30f19,2021-06-10,2021-05,aa250b595366f1c8d74a622ec2b0ab04,Active,2021-05-21,2021-05-26,2022-11-21,2023-11-21,30.78,171000.0,0.0,0.04188,0.00137,0.156,557.46,430.48,171374.28,167413.77,0,0,1
93a5da6874a835f60c8bf54881c2d9eb,2021-12-19,2020-11,1017b5a7c30df81228ac738658652f04,Active,2020-11-02,2020-11-04,2022-02-03,2023-02-03,25.65,2664.18,0.0,0.05988,0.00195,0.18,0.0,8.27,4097.47,0.0,128,326,0
f10702a6cb1018a8ac648f7ae1f364cd,2021-12-19,2021-05,82fb13d5189501846cbb0b1f9355fe45,Active,2021-04-29,2021-05-04,2022-07-29,2023-07-29,25.65,41019.48,0.0,0.04788,0.00157,0.156,0.0,124.59,32439.69,14588.93,2,2,1
ba200cf35a0caa5bcc31818c54729106,2022-01-13,2021-04,5de754c9e9f316669a899782828b587c,Active,2021-04-26,2021-04-29,2022-07-26,2023-07-26,25.65,10260.0,0.0,0.04788,0.00157,0.192,136.17,31.06,4946.48,2808.87,0,0,1
205449253c6160d4791103950b3069d3,2022-01-13,2020-09,45a3af22589f409e39ed0315366db973,Active,2020-09-25,2020-09-29,2021-12-25,2022-12-25,25.65,82165.5,0.0,0.05988,0.00195,0.24,0.0,256.73,51085.94,0.0,15,157,0
d090031c3ea3deea72b86097d61159a9,2022-01-13,2021-02,710b342913aee07105a99032022b8353,Active,2021-01-28,2021-02-02,2022-07-28,2023-07-28,30.78,93466.89,0.0,0.06588,0.00214,0.144,255.66,272.98,133834.4,16813.51,0,321,1
fce5c2f283718763f40d1ab3e3957ef6,2022-04-12,2021-05,8899bcab6f35e193f793d7ad1b200145,Settled,2021-05-25,2021-05-31,2022-02-25,2023-02-25,15.39,3420.0,0.0,0.08388,0.00271,0.072,0.0,17.19,0.0,0.0,0,0,0
168cf769cd5ec6642ba497311598b388,2022-04-02,2021-02,1742c2b5337dac54eea29686853b6b95,Settled,2021-02-12,2021-02-18,2022-05-12,2023-05-12,25.65,30672.27,0.0,0.03588,0.00118,1.2,0.0,85.0,0.0,0.0,0,0,1
a87dddcc97a05bc0405c68bedeee7a04,2021-05-03,2021-03,8275523d05ce26ba5531e37fd0d16b09,Active,2021-03-03,2021-03-05,2022-09-03,2023-09-03,30.78,171000.0,0.0,0.03588,0.00118,0.06,1264.73,410.01,175102.61,157159.51,0,59,1
7d46133bd57df328bfe5331339273e68,2021-07-27,2021-01,64e75b872830fbdae7fbc3abf274d244,Active,2021-01-21,2021-01-26,2022-04-21,2023-04-21,25.65,239400.0,0.0,0.05988,0.00195,0.168,181.31,759.26,257720.97,142593.15,0,155,0
95d6b5d7c65049ad707a9228e6c0a358,2021-05-16,2021-02,b2ab5f12ca64c277b3b5cd446b94bf1b,Active,2021-02-09,2021-02-11,2022-08-09,2023-08-09,30.78,47002.77,0.0,0.04188,0.00137,0.168,0.0,117.72,40402.65,40969.39,2,2,1
8cf9db43d1addf15236c796ac764ad40,2021-12-18,2021-03,cfdd11066c9129e6cc36dcf72299204f,Settled,2021-03-02,2021-03-05,2021-09-02,2022-09-02,10.26,10260.0,0.0,0.07188,0.00233,0.12,0.0,67.53,0.0,0.0,0,0,0
deaa38a3d03247ee079e5fbead0a5ef4,2021-12-18,2021-04,0aeb6fecddbf734deb067014c3f9c0c0,Suspended,2021-04-22,2021-04-26,2022-07-22,2023-07-22,25.65,100890.0,0.0,0.05988,0.00195,0.24,0.0,319.02,66124.98,29945.88,11,11,1
989bbb44a28702290e5366b9dbabcf77,2021-09-10,2020-01,867a8538b6e93015fc3ba2c18c43c095,Settled,2020-01-20,2020-01-21,2020-10-20,2021-10-20,13.68,2440.56,24.4,0.05988,0.00195,0.1122,0.0,11.23,0.0,0.0,0,0,1
ce80c0547568122975c596a5d39edbf6,2021-12-21,2020-12,9173128206cc63e1dd20929c1cb131e6,Active,2020-12-15,2020-12-17,2022-06-15,2023-06-15,30.78,24182.82,0.0,0.04788,0.00157,0.096,221.98,62.03,10683.04,5549.84,0,0,0
9f8be5b3babb7ed5f4328887cad4cecc,2021-10-15,2020-08,965679c6e69d4b737bf5885cec053bf5,Active,2020-07-30,2020-08-03,2022-04-30,2023-04-30,35.91,32490.0,0.0,0.06588,0.00214,0.24,51.35,85.52,24591.12,9205.09,0,0,1
44aa980e7c53b0ce1ef12f0b76bc419d,2021-09-06,2020-09,f28d4b35404448085f34a793f0396f3a,Suspended,2020-09-15,2020-09-23,2022-06-15,2023-06-15,35.91,30694.5,0.0,0.07788,0.00252,0.36,0.0,87.86,5985.8,13656.13,0,0,0
a5940634cbbe2a6d01d0676f6dfd6368,2021-04-10,2020-08,b0871d4e0d72afd1d44381e5b2453cb2,Active,2020-08-24,2020-08-26,2022-02-24,2023-02-24,30.78,59018.94,0.0,0.09588,0.00308,0.14112,0.0,200.89,40728.27,43717.97,1,18,1
ecc1d90ffa20032c2615abb6ea7885ba,2021-04-10,2020-12,1d7c0347c1ba9f0ace7fe2f1dd5fec54,Active,2020-12-14,2020-12-16,2022-03-14,2023-03-14,25.65,42750.0,0.0,0.04788,0.00157,0.156,0.0,126.59,34994.88,34086.93,1,1,1
a4b18a5deb7e956d10212c4aada0a607,2020-08-06,2020-03,f7591d6c208bd7f530df8b13b8df140b,Active,2020-03-23,2020-03-25,2021-03-23,2022-03-23,20.52,26462.25,0.0,0.04188,0.00137,0.36,0.0,90.08,29575.85,17870.63,24,134,0
ac948caba36f76b80e9214d19335cfb8,2021-07-03,2021-03,1027f59917a03dd8f0b1fd5fd63cf107,Active,2021-03-16,2021-03-18,2022-06-16,2023-06-16,25.65,74516.67,0.0,0.07188,0.00233,0.228,0.0,249.67,88056.77,56541.36,54,96,0
825b4bfc4fd0c7792b92db38ca094b66,2021-11-11,2021-05,7018cd09a624e09c89da6bf50e3a15df,Active,2021-05-07,2021-05-11,2022-05-07,2023-05-07,20.52,30451.68,0.0,0.06588,0.00214,0.216,91.04,118.46,20134.45,10000.5,0,0,1
5dcfa4911d2415b933477bea69f6e785,2021-07-26,2020-10,f2bc76ce52781a8cccb509e32d4dbdbd,Settled,2020-10-07,2020-10-09,2022-01-07,2023-01-07,25.65,27255.69,0.0,0.05988,0.00195,0.18,0.0,84.78,0.0,10549.2,0,0,1
21ce75a3c28a523ad8618f18f6b22329,2021-07-26,2020-07,ef659d5553fec24c509c36836e75363a,Active,2020-07-15,2020-07-17,2021-10-15,2022-10-15,25.65,10260.0,0.0,0.03588,0.00118,0.09828,0.0,27.98,6090.1,1939.07,6,7,0
42b2c022a5a58bf219b5bbe81f45e9ac,2021-01-08,2020-09,9a62b882f27d31c889fa8acab3fb9861,Active,2020-09-16,2020-09-18,2021-12-16,2022-12-16,25.65,40332.06,0.0,0.04788,0.00157,0.168,63.95,117.79,28587.75,32403.91,0,3,1
